gene	p
LOC284900	0.560965364268131
RER1	0.560987739590093
LOC644990	0.561014758846801
LOC650226	0.561042622455282
LOC339897	0.561053176852434
TFF3	0.561291284052179
SCHIP1	0.561312392846483
WDR45P	0.561389651033634
KLHL11	0.561402738486103
PSAT1	0.561474508386735
GPR157	0.561669975821987
OR6B1	0.561693617671607
LOC338963	0.561707549475848
PALMD	0.561736679611987
NDRG4	0.561764543220467
LOC647085	0.561807182984961
HORMAD1	0.561810138216163
RGS6	0.561933835750783
TMED10	0.561954100193314
UGCGL1	0.562016160048567
LOC100288661	0.562027136621605
LOC340900	0.562034313611668
CDKN3	0.56207610902439
NT5M	0.562144079342047
TRUB1	0.562183763875338
PFN2	0.562193896096604
EDEM2	0.562498284910463
AGPAT6	0.562599184947234
C9ORF86	0.562600873650779
NOX5	0.562731325999575
LOC100130006	0.562792963678942
LOC90246	0.562941147414954
WWC2	0.562971121902865
LOC644659	0.563038670044637
MS4A4A	0.563055134904193
LOC100288146	0.563082154160902
LOC100130481	0.563100729899889
TYRL	0.563251868867104
LOC100129135	0.56335867936628
NIACR1	0.563364589828685
LOC285045	0.563371766818749
PRKAR2A	0.563432982322229
LOC389333	0.563506440926406
RGS7BP	0.563628027581595
HSP90B3P	0.563698108778683
LOC728716	0.563758057754506
FGF22	0.563787610066531
LOC100127903	0.563905819314631
C5ORF40	0.56390919672172
AFMID	0.563910885425264
LOC389370	0.563928616812479
CTNS	0.56393283857134
DSEL	0.563936215978428
LOC780815	0.56397801139115
ANTXR2	0.564104241981086
TTC13	0.564124928599503
HYAL2	0.564168412715769
LRTOMT	0.564197120676022
LOC442291	0.564225406460389
C1ORF94	0.564275645390831
RPL31P20	0.564298020712793
LOC100271703	0.564345304412033
RPL32P34	0.564365146678679
ASL	0.564382878065894
FAM183A	0.564602831702538
ZDHHC6	0.564609164340829
LOC100289414	0.564620563089753
SYVN1	0.564665313733677
ZNF705A	0.564673335075512
FXC1	0.564775079464056
SHKBP1	0.564851915475322
LOC100130673	0.564930440190131
RPS14P6	0.564946905049688
OR2B11	0.564951126808549
PSMA7	0.565038939392852
XYLB	0.565126751977155
PYDC2	0.565157992992725
MAPK8	0.565161792575699
EIF4B	0.565307865432281
LOC100288525	0.565331507281901
ZNF793	0.565415098107343
CELA3B	0.565438739956963
PDCD1LG2	0.56547673578671
LOC100288311	0.565521064254748
RIOK1	0.565543861752596
LOC400129	0.565575524944051
PDE4B	0.565581435406456
LOC100289030	0.565583546285886
IER2	0.565587768044747
ARHGAP1	0.565597900266013
BOC	0.565662915352468
ANKRD16	0.565667981463101
C21ORF131	0.565717376041772
UOX	0.565723286504177
RPS6P24	0.565766348444556
MOBKL1B	0.565802233394872
ZNF181	0.565807299505505
KCNMB1	0.565832207882784
CDC42P1	0.565879069406138
CADM4	0.565904822135188
MYH2	0.565947039723796
TGM2	0.566042029298162
FUSIP1P2	0.566115065726453
KIAA0895	0.566135330168984
RNF126P1	0.566147995445567
PRND	0.566156861139174
LOC145845	0.566170370767528
LOC400236	0.566193168265376
CYP2C8	0.566291957422718
TRAK1	0.566438030279299
CNN2	0.566614921975564
RGNEF	0.566755506545626
RHOBTB1	0.566758883952715
PCNT	0.566781681450563
FAM62A	0.566782103626449
RPS18P1	0.566785058857651
GPX7	0.566803634596638
LOC100133111	0.566817566400879
LOC100288485	0.566888491949739
LOC100289466	0.566926487779486
LOC100287157	0.567030765223346
LOC100289231	0.567039630916953
PSTK	0.567047230082903
PFKP	0.567052718369422
GPR44	0.567056517952396
RHBG	0.567143908360813
LRRC25	0.567235098352205
LOC100288066	0.567254940618851
MRPL55	0.567388770374736
OR1N1	0.56742381097328
RPL18P1	0.56744956370233
TRPC3	0.567544975452583
STARD9	0.567610834890811
WDR21B	0.567656852062393
LOC127086	0.567668250811316
RALB	0.567696536595683
NCRNA00117	0.567713845807012
LOC100289575	0.567713845807012
CDR2L	0.567799125335999
C10ORF113	0.567805880150176
MAP1A	0.567856963432391
ZNF606	0.567865829125999
ERC2	0.5678839826891
OR10D5P	0.567961240876251
HPN	0.567995437123023
HDGFL1	0.568077339244922
GGH	0.568097603687453
IGHVIII-67-4	0.568157130487389
ADAMTS16	0.568279139318465
LOC646270	0.568297715057452
ADD3	0.56834204352549
ZNF699	0.568347531812008
LOC442192	0.568359774912705
RPL6P23	0.568381305882894
MCM3APAS	0.568416768657324
TMBIM6	0.568449698376438
LOC100289113	0.56849571554802
EIF4A3	0.568499515130995
PYGO1	0.568519779573526
OR4A21P	0.568520201749412
SUOX	0.568536666608969
LOC390933	0.568545110126691
LILRA1	0.568641366228716
BBS7	0.568671340716627
SCN3B	0.568707225666943
OSBPL11	0.568744377144917
UBAP1	0.568814036166119
LOC100288624	0.568832611905107
MLPH	0.568833456256879
CPA4	0.568945332866688
GSG1	0.569022168877954
REG3A	0.56908169567789
IGLON5	0.569082117853776
CDGAP	0.569087606140295
MYO5A	0.569103648823966
PTOV1	0.569274207881939
NODAL	0.56930207149042
LOC729535	0.56935906523504
POLS	0.569397061064787
C13ORF36	0.569511048554026
C20ORF39	0.569549888735545
GEFT	0.569551999614976
SIGLEC16	0.569570153178077
MRPL23	0.56957733016814
EFNB2	0.569588728917064
RECK	0.569589573268836
C9ORF150	0.569598438962444
HMGN2	0.569706515989278
YEATS4	0.569756332743835
C3ORF47	0.569790951166493
ACTBL3	0.569851744494088
OR10G7	0.569883829861429
RPL29P33	0.569962776752125
LOC284801	0.569972908973391
SLC37A1	0.570012593506682
NDUFAF1	0.570033280125099
PRPF6	0.570059877205922
TMIGD2	0.570093229100922
SEMA6C	0.570264632510667
AHRR	0.570319937551743
SPINT4	0.570398884442439
OR51S1	0.570416193653768
COPB2	0.570483319619653
SAMD13	0.570554245168514
RPS6KC1	0.570634880762754
CAT	0.570655989557057
ICAM1	0.570699051497437
LOC100129949	0.570736625151297
RPL30P9	0.570794041071803
KCNK17	0.570837947363955
TRPS1	0.570840058243385
CLK1	0.57084174694693
LOC100128386	0.570906339857499
IKIP	0.57101483906022
BTF3L1	0.57102665998503
H3F3A	0.571030459568004
WNT8A	0.571034259150979
KCNG1	0.571057901000599
LOC100128598	0.571057901000599
LOC729739	0.571098852061548
CCBE1	0.571171044138067
GATAD2A	0.571258012370598
RPL35A	0.571353001944964
SNRPD2	0.571436592770407
MATN1	0.571459390268255
TCIRG1	0.57152229447528
TRAM1L1	0.571528627113571
NRXN2	0.571534537575976
C1ORF212	0.571548469380216
TXNRD2	0.571583087802874
STK4	0.571622772336165
CCNK	0.571651058120532
C9ORF37	0.571655702055279
C10ORF141	0.571705940985722
KRTAP5-9	0.571761668202683
LOC100287557	0.571819928474961
DPRX	0.57189423143091
POTEC	0.572004419337175
RHBDL2	0.572012440679011
ADAM29	0.57204157081515
PTS	0.572139937796605
LOC100289606	0.572178777978124
LOC440700	0.57221466292844
LOC80054	0.572215085104326
PFDN6	0.572288965884389
LOC642907	0.572333294352427
MS4A3	0.572376778468692
GPR160	0.572418573881413
SUGT1P2	0.572526228732362
MMRN1	0.5725372053054
ACTR8	0.572566335441539
SLC22A25	0.572682433810209
C10ORF57	0.572723807047044
LOC100287923	0.572810353103689
EYS	0.572817530093753
LOC284798	0.572843704998689
GFRAL	0.57285003763698
OR13G1	0.572875368190145
POLR3A	0.572925184944701
DNAJB11	0.572939961100714
PXDNL	0.57297584605103
OPN1SW	0.573007509242486
CROCC	0.573026929333245
ANXA6	0.573060703404131
GYPB	0.573075057384257
CNN3	0.573154848626725
OR9G3P	0.573186511818181
WWC1	0.573245616442231
IDH3B	0.573321608101724
KIR3DL2	0.573387889715838
LMOD3	0.57340055499242
TWSG1	0.573427152073242
EYA4	0.573546205673115
UTP11L	0.573600666362419
C4ORF44	0.573650483116975
OR5J2	0.573760248847354
CCDC68	0.573819353471405
LOC100128772	0.573856927125265
LRAT	0.573869170225961
SUB1P1	0.573946428413113
ZBED1P	0.573995822991783
KRTAP10-9	0.57406717071653
ZFHX4	0.574069703771846
EFR3B	0.574075614234251
TNNI1	0.574135563210074
FAM83C	0.574153716773175
CD5L	0.574186646492288
PAK7	0.57426390467944
TCERG1L	0.574274881252478
LOC651250	0.574289235232604
DFFB	0.574351717263743
CYBA	0.574352561615515
LOC100129436	0.574369448650958
METAP2	0.57437029300273
ZNF552	0.574378314344566
ACTR6	0.574387180038173
LOC100287749	0.574480903084881
IFT20	0.574527764608236
LOC100289347	0.574568715669185
ACTR5	0.57461219978545
RAD51AP1	0.57462402071026
SEC11A	0.574650617791083
JOSD2	0.574664549595323
C22ORF42	0.57471647722931
CPN1	0.574760383521462
LOC644776	0.574798801527095
LOC100288131	0.574878170593676
C16ORF42	0.57488534758374
FAM182B	0.574898857212094
MGC51338	0.574898857212094
LOC202451	0.574914899895765
C1ORF226	0.574944030031904
NCOA4	0.574979492806334
DIRC1	0.574984558916967
LOC100132356	0.574993002434688
OR5G1P	0.575029309560891
STX1B	0.575066883214751
ZCWPW2	0.575135275708295
SLC15A4	0.575169894130953
YIPF2	0.575182559407535
RPL23AP6	0.575208312136586
FEZ1	0.575216333478421
CPA5	0.575217600006079
LOC387845	0.575311745228674
OR4A16	0.575359873279686
LOC646273	0.575387314712281
LOC100287070	0.575419822255508
LOC158452	0.575479349055445
SRFBP1	0.57554647502133
LOC100287774	0.575587003906394
H1FX	0.575594180896457
VN1R2	0.575690014822595
LOC100128655	0.57583355462386
SETD8	0.575903635820948
HIST1H3D	0.575974139193923
C4ORF12	0.575994403636454
C4ORF3	0.57603999863215
FKBP1P1	0.576064062657656
LOC728095	0.576070395295947
SNORA71D	0.576102902839175
LOC100130012	0.576185227136959
ZCWPW1	0.576352408787844
SYN3	0.5763840719793
UBE2C	0.576430933502654
AADAT	0.576445709658667
KLRF1	0.576487082895502
ASRGL1	0.576582494645754
NFIB	0.576601070384742
PPP1R12A	0.576617957420184
LOC100288536	0.576712946994551
FBXO36	0.576726034447019
LOC100289003	0.576733211437082
NF2	0.576745454537779
MBNL1	0.576849309805753
LOC730456	0.576857753323474
LOC100286940	0.576970474285056
LOC100127920	0.57698398391341
RPSA	0.576991160903473
PAPLN	0.57699791571765
FLJ16686	0.577036333723283
LDOC1L	0.577067996914739
LOC642590	0.577096704874992
LMTK3	0.577105992744485
LOC100287947	0.577207314957143
RPS28P3	0.577215758474864
LOC644573	0.577246999490434
ANKRD49	0.577248688193978
TEX12	0.577307792818028
UBE2T	0.577423891186698
FAP	0.577470752710053
LOC338756	0.577472863589483
NDUFB1	0.577474130117141
TPO	0.577494816735559
CAPN3	0.577502838077394
OR6Q1	0.57753661214828
POLR1C	0.577575452329799
LOC404266	0.577578407561001
LOC100128483	0.577666642321191
SERPINF2	0.577696194633216
ZNF136	0.577710970789228
ZBED3	0.577747277915431
CRCP	0.577797516845873
GAPDHL19	0.577892928596126
RPL13P	0.577909393455683
ITGA2	0.578006916085366
PPIF	0.578058843719353
LRRC18	0.578083752096631
HERC5	0.578093884317897
FDPSL1	0.578133146675302
GIMAP6	0.578184229957516
ZNF596	0.578201116992959
SLC22A7	0.578239112822706
LOC646970	0.578340012859478
LOC100288529	0.578372098226819
ATG9A	0.57843753548916
TFEB	0.578438802016819
DIRAS1	0.578452311645173
LOC642340	0.578505505806818
LOC100128069	0.578521970666375
OR2A13P	0.578557855616691
LOC100192426	0.578568832189729
PGLYRP4	0.578593740567008
ONECUT1	0.578697595834982
TPBG	0.578725037267576
SLC25A38	0.578760500042007
ACOT4	0.578774854022133
CFHR1	0.578836913877386
B2M	0.578903195491499
ICA1	0.578932325627638
UNC5CL	0.578947946135423
NECAP2	0.579107106444473
RPA1	0.579140036163586
NCOA5	0.579148479681308
RAB40C	0.579180565048649
SNRNP70	0.579185208983396
HGSNAT	0.579224471340801
LOC100288584	0.579229537451434
TULP2	0.579246846662763
LOC100128678	0.579344791468332
SEC24D	0.579402207388838
LOC727896	0.579423738359028
LRRTM2	0.579433448404407
GMNN	0.579435981459724
DUXAP6	0.579487486917825
REG4	0.579512817470989
LOC647298	0.579524638395799
RBM20	0.579571922095039
SFRS2B	0.57961160662833
OXCT1	0.579689709167254
LOC100128675	0.57969224222257
SEC22B	0.579742058977127
NCRNA00152	0.579758101660798
RNASE4	0.579764856474975
MRPS36P5	0.579810451470671
FER1L6	0.579812140174215
LOC647132	0.579816784108962
RGSL1	0.57984929165219
LOC192127	0.579969189603834
SLC20A1P1	0.579969189603834
ZNF702P	0.580044759087442
CTTNBP2	0.580092464962568
LOC646849	0.580124972505795
SLC38A4	0.580155369169593
MORC1	0.580481288953641
C17ORF91	0.580481288953641
LST-3TM12	0.580500286868515
ADAMTS13	0.580550103623071
FHIT	0.580571634593261
RND1	0.580732061429969
SRGAP3	0.580751059344842
SMAP1	0.580838871929145
SAMD9L	0.580843515863892
LOC100129863	0.580859980723449
LRRC20	0.580862513778766
FLNC	0.580889533035474
LOC100132526	0.580890799563132
C12ORF52	0.580896287849651
C5ORF35	0.58090177613617
CNIH3	0.580924995809904
RPL12P6	0.580927106689335
CREG1	0.580957503353132
NOL4	0.581050382048068
LHFPL3	0.58115339296427
N4BP2L1	0.581155926019586
LOC100289251	0.581177456989776
NPAT	0.581213764115978
ANAPC10	0.581265691749965
GATC	0.58127709049889
C17ORF39	0.58129313318256
RPL21P121	0.581394455395218
C1ORF92	0.581420630300154
TTR	0.581495777607876
THOC5	0.581546438714204
PML	0.581565858804964
TMEM173	0.581620319494267
LPHN1	0.581658315324014
FCRL3	0.58167266930414
OR7E93P	0.581701799440279
SF3A2	0.581715309068634
GAB2	0.581754571426038
CTBS	0.582039540149138
KLK13	0.582087246024264
APLNR	0.582092734310783
ACAT1	0.582129885788758
TNNC2	0.582155216341922
YESP	0.582173369905023
ACSM5	0.58225864943401
L1TD1	0.582263715544643
ZNF619	0.582306777485022
HDAC4	0.582399656179958
RPL32P32	0.582430052843756
C4ORF22	0.582511532789768
PPARG	0.582527575473439
LOC644800	0.582558816489008
HIGD1B	0.582606100188248
EDN3	0.582644940369767
SLC35B4	0.582688846661919
LUC7L2	0.582723887260463
OMA1	0.582843363036221
OR5AC2	0.582947640480082
LOC100134259	0.582954817470145
SLC16A7	0.582961150108436
LOC646112	0.582992813299891
LOC646754	0.582997035058752
TRBV6-7	0.583143952267106
ZNF581	0.583168438468498
LMF1	0.583174771106789
SAAL1	0.583203056891156
WNT2B	0.583260472811662
SLC5A8	0.583452562839825
CTRB1	0.583552618524825
MANBA	0.583567394680837
NKG7	0.58357246079147
LOC100128098	0.583578793429761
DNAH12	0.583582593012736
C9ORF21	0.583739220266469
PIAS4	0.583769616930266
LOC100129531	0.583784393086279
CTRC	0.583827032850772
MARCH2	0.583941442515898
LOC100288945	0.583987037511594
SERPINB4	0.584106935463239
MOSC1	0.584113690277416
LOC100132729	0.584175327956783
MKKS	0.58433153303463
LOC100131533	0.584331955210516
ZBBX	0.584394859417541
CPLX1	0.584497025981971
TEAD4	0.584621567868362
PLD6	0.584720779201589
LOC441166	0.584779461649754
ZNF815	0.584808591785893
NINJ1	0.584832655811399
LOC148003	0.584866007706399
LOC728361	0.584866852058171
EFCAB1	0.585017991025385
LOC100128105	0.585044165930322
LOC100131442	0.585050076392727
C14ORF166B	0.585225279385447
PRMT2	0.585225279385447
LOC643972	0.585239211189687
NR1H5P	0.585299582341396
OR5P4P	0.585308448035003
LRP6	0.585325757246332
MYOM2	0.58533251206051
MFAP3L	0.585349399095953
C14ORF177	0.585399638026395
LOC100288717	0.585528823847534
LOC646567	0.585548666114179
C10ORF40	0.58555288787304
DSE	0.585590883702787
LOC729627	0.585603548979369
USF2	0.585618747311267
LOC100289049	0.585626768653103
REXO2	0.585722602579241
COX19	0.585753421418925
ZNF354A	0.585762709288418
ZNF454	0.585900338627278
TNPO1	0.585947622326518
CD200	0.58595395496481
RNF216	0.586040501021455
OSBPL8	0.586069208981708
LOC133874	0.586149422400061
ZBTB41	0.586185729526264
LOC100287814	0.586226680587213
LOC100287745	0.586282829980061
TRPM3	0.586438190706136
C6ORF173	0.586440301585566
NUDCD2	0.586462676907528
PCSK9	0.586500672737274
LHFP	0.586523892411009
LOC442382	0.586535291159932
ZNF675	0.586581730507401
LOC100128548	0.586593129256324
ASAM	0.586605794532907
ELMO2	0.586689807534235
SLC22A14	0.586705005866134
LOC100287169	0.586730336419298
TBCCD1	0.586775931414994
LOC100287335	0.58679577368164
ITPKB	0.586888652376576
PRDX6	0.586918626864487
ZNFX1	0.586945646121196
LOC100128586	0.587097629440182
CD14	0.587098051616068
LOC100128749	0.587194307718093
LOC100132609	0.5872031734117
BAIAP3	0.58724834623151
LOC100133062	0.587331937056953
PLXND1	0.587345868861193
CRYGD	0.587354734554801
TTC37	0.587363600248408
USP13	0.587366555479611
LDB2	0.587434525797269
MRI1	0.587451412832712
GOLPH3L	0.587505029170243
RPL17P30	0.587574688191445
OR4A19P	0.587633792815495
OR4A18P	0.587641814157331
EBAG9	0.587684453921824
DHDH	0.587691208736001
LOC100289280	0.587836015064924
ZFAND1	0.587881187884734
SEPT13	0.587895541864861
LTV1	0.587947891674734
ARCN1	0.588022616806569
FNBP1L	0.588047103007961
GRK6	0.588060612636315
LOC100131803	0.588167000959606
VN2R10P	0.588340515248782
HBB	0.588382732837389
MCHR1	0.588416084732389
PI4KA	0.588435082647262
ATR	0.588442259637326
LOC100289683	0.588476455884098
OR7E5P	0.588511496482642
GLRX5	0.58859339860454
AHCYL2	0.588664746329286
C13ORF1	0.588803642195804
PLIN	0.588848392839728
LOC284215	0.588878367327639
HEPHL1	0.588910874870867
LOC728111	0.588963646856626
IL7	0.588978000836753
SLC2A4	0.58902021842536
LOC100130617	0.5890675021246
MED8	0.58912238498979
RFWD3	0.5891342059146
SULT6B1	0.589185289196815
PHYHIP	0.589212308453523
CHFR	0.589255792569789
ADFP	0.589325451590991
KIAA2026	0.589329251173966
OR10G3	0.589368935707256
GINS2	0.589376957049092
LIPT1	0.589415797230611
LOC400931	0.589421707693016
PMS1	0.589448304773838
ASCL1	0.589498965880167
MSL3L2	0.589538228237572
KLK14	0.589599021565166
LOC285216	0.589604087675799
LRP2BP	0.589618863831812
CCDC148	0.589662347948077
C4ORF18	0.589733273496938
LHX6	0.589794911176304
IRGC	0.58983839529257
LOC100288171	0.589893700333646
ZFP30	0.589912698248519
ARMC4	0.590037662310797
OR2A14	0.590049061059721
BRCA2	0.590105632628454
KCNH7	0.590147850217062
LOC100287465	0.590200200026935
ADAMTS18	0.590230174514846
OR8B5P	0.590248328077947
LOC645015	0.590249172429719
F2RL2	0.590256771595669
LOC646216	0.590305321822567
SERTAD2	0.590350494642377
KIF23	0.590469970418136
LOC440093	0.59055229471592
TMPPE	0.59055229471592
MBTD1	0.590553983419464
LOC100287084	0.5905620047613
LOC392364	0.590600000591046
DDX42	0.590639262948451
RPS20P8	0.590667126556932
OR5F2P	0.590681058361172
DAZL	0.590755783493007
GAK	0.590771404000792
LOC643168	0.590779847518514
LOC440040	0.590798001081615
HIC2	0.590860060936867
SCN9A	0.590938585651677
LOC344595	0.59103821916079
TPH2	0.591060594482752
LOC100132863	0.591124343041549
TMIE	0.591163183223068
RNASEN	0.591164871926612
RSPH3	0.59122102131946
EEPD1	0.591246774048511
WDR18	0.591250573631485
PPIAP5	0.591258172797435
GLCE	0.591284769878257
DPYS	0.591311789134966
GNAI1	0.591353584547687
ACPP	0.591419443985915
OR4C14P	0.591430842734838
SCARNA5	0.591499657404268
HARS	0.591502612635471
PRMT1	0.591626732345977
NAT8L	0.591668105582812
ZNF189	0.591816289318823
OR7E84P	0.591836553761355
LOC100130705	0.591845419454962
INHBC	0.59188763704357
SREBF1	0.591902835375469
LOC100132066	0.591907901486101
LOC100130982	0.591926477225089
RGS8	0.591954340833569
LOC100288256	0.592032865548379
ZNF227	0.592037509483126
P2RX6	0.592061995684518
ANKRD11	0.592078882719961
SPTBN2	0.592095347579518
SLC39A1	0.592194981088631
RPL21	0.592213979003504
EGF	0.592572406330781
LOC100134229	0.592613779567616
LOC728503	0.592656419332109
MTCO2L	0.592665285025717
LOC100286950	0.592802914364577
ARF4P2	0.592818534872361
PTENP1	0.592846820656728
QSOX2	0.592880594727614
POLI	0.592965029904829
CYP2J2	0.592988671754449
OR4K16P	0.593034688926031
OR10G2	0.593037221981347
DNALI1	0.59304017721255
SIGLEC12	0.593065085589828
GFOD2	0.593106881002549
RPS12P27	0.59311110276141
LOC391239	0.593198915345714
LOC645763	0.593301926261915
CYP19A1	0.593336966860459
C12ORF63	0.593361875237738
ASAH2B	0.59351216985318
B3GALNT1	0.593544677396407
LOC100289258	0.59354552174818
MRPL28	0.593558609200648
SVOPL	0.59365191007147
DNAJC1	0.593667108403369
KIAA1467	0.593693705484191
FAM108A1	0.593728746082736
SYNE1	0.593833867878368
C11ORF66	0.593865953245709
LOC642007	0.593872285884
TRIM3	0.59389170597476
GINS3	0.593981207262607
LRRC19	0.594062265032733
MS4A15	0.594082529475265
LOC729496	0.594152610672353
ALDH8A1	0.594164009421277
LOC391681	0.594167386828366
KRT18P13	0.594186384743239
LOC100289083	0.594195250436847
MSL2	0.594195250436847
ADCY8	0.594237468025454
MGC26597	0.594244222839631
LOC100132712	0.594296572649504
RPS24P5	0.594354410745896
FUT11	0.594400427917478
EIF1B	0.594404649676339
CRYBA4	0.594433357636592
GUCY1B2	0.594459110365642
C3ORF38	0.59446797605925
FAM111A	0.594519059341465
LOC100288855	0.594522014572667
MUC20	0.594587451835009
TYMP	0.594606449749882
OSGIN1	0.59460982715697
C16ORF11	0.594646556459059
C6ORF64	0.594648667338489
RPL29P22	0.59469806191716
LOC100287002	0.594705238907223
OR4A7P	0.594729725108615
APH1A	0.59475716654121
ISOC1	0.5947786975114
LOC391343	0.594790940612096
OR13D3P	0.59486144398507
RPS2P36	0.594869465326906
OR2W5	0.594903661573678
LOC100128993	0.594913793794943
LRRC42	0.595084775028803
FRAG1	0.595086463732347
RPL15P2	0.595129103496841
ABHD6	0.595142190949309
LOC100132073	0.59520340645279
LOC100129866	0.595206361683992
FXYD1	0.595281086815827
SPEN	0.595289952509435
MSRA	0.595327948339181
GPD1L	0.595341457967536
KCNU1	0.595376920741966
GPR56	0.595413650044054
FAM73B	0.595521727070889
LOC391807	0.595521727070889
PPIAP14	0.595558034197091
ADAM5P	0.595641202846648
ZNF226	0.595750124225255
GABRB2	0.595877621342849
LOC100129083	0.59589788578538
LOC390760	0.596045647345506
NOD2	0.596050291280253
FAM129A	0.59605704609443
LOC440498	0.596107285024873
LOC100289653	0.596114462014936
OR52M1	0.596153302196454
TBC1D19	0.596183698860252
C1ORF103	0.596200163719809
TOMM5	0.596216628579366
ANGPT1	0.596229293855948
ANKRD5	0.59623013820772
ZNF800	0.596252091353796
ANKRD26L1	0.596270244916897
LOC440041	0.59631077380196
PCDHGC4	0.596405763376326
LOC645086	0.596423494763541
VRK3	0.596426449994744
STK32A	0.596507929940756
NUP50P3	0.596746459316387
LOC257396	0.596752369778792
POU4F2	0.596849470232589
RPL7P33	0.596895909580057
ADARB1	0.596914063143159
LOC728853	0.596995120913285
CAP2	0.597026361928854
PLSCR1	0.59702889498417
POLR1B	0.597043248964297
LOC100287082	0.597103197940119
LOC257358	0.597104464467778
ST6GALNAC2	0.597281356164042
FLJ44817	0.597352703888789
LOC645118	0.597376767914295
LOC120376	0.597393654949738
LOC100130798	0.597479778830497
ANKRD30A	0.597503842856003
ARRB1	0.597529173409167
LPCAT2	0.597550282203471
RPL10AP2	0.597669335803344
LOC100287414	0.59769339982885
FRS3	0.597697199411825
MYO1C	0.597736039593343
FAM98B	0.597752082277014
NFS1	0.59785467101733
LOC391436	0.597858892776191
PVRL1	0.59787620198752
BYSL	0.597903221244228
ATP6V1F	0.59801383132638
SERPINB5	0.598028607482392
OR9A2	0.598164125941822
ABLIM1	0.598168347700682
LPXN	0.598175524690746
RPSAP5	0.598187345615556
NOP10	0.59832877453739
PCCB	0.598341017638086
GALNT11	0.598344817221061
LOC442155	0.59838576828201
KIAA1009	0.598423764111757
PBX3	0.59852339762087
BLK	0.598772903569539
ADRB2	0.598781347087261
LOC100289244	0.598810899399286
SMAD1	0.598878447541058
LOC100130253	0.598984413688462
LOC126075	0.598987368919665
LOC100128009	0.599024942573525
NFX1	0.599117821268461
LOC346296	0.599123731730866
LOC400578	0.599148217932258
STK39	0.599174392837195
KCNK15	0.599222520888207
ITGAX	0.599350440181688
TTF1	0.599381259021371
KIAA0427	0.599402367815675
C20ORF7	0.599473293364535
RET	0.599490602575864
NANP	0.599511711370168
SIX4	0.599531131460927
FOXH1	0.599534931043902
SLC37A2	0.599542530209851
BCL11B	0.599669605151559
LOC338588	0.599691980473521
LOC100288621	0.599694513528837
LOC100289511	0.599766705605356
KRTDAP	0.600014945026367
IL11	0.600039853403645
DONSON	0.600105290665987
TINAG	0.600115845063139
TMEM179B	0.600153418716999
LOC100288110	0.600190992370859
ZNF23	0.600192681074404
EYA2	0.6003231334232
LOC100289008	0.600398702906808
C14ORF169	0.600464562345035
HEXDC	0.600487782018769
LOC100287669	0.600488204194655
AGGF1	0.600519867386111
TMED8	0.600670584177439
WBP11	0.60067902769516
NRSN1	0.600785838194337
C14ORF165	0.600921356653766
ATP11A	0.600945420679273
ULK3	0.601021412338766
RPS4P13	0.601129067189714
LOC100288505	0.601149331632246
SPCS3	0.601176773064841
ZSWIM7	0.601208858432182
MIIP	0.60122743417117
RRM1	0.601229122874714
LOC100287625	0.601246854261929
HSP90AB6P	0.601247698613701
TRBV20OR9-2	0.601274295694524
F10	0.601319046338447
ZNF676	0.601334244670346
LOC375350	0.601346487771042
ZNF521	0.601431767300029
ZFP41	0.601463008315598
RPL32P9	0.601548710020471
UNC5C	0.601632300845914
PLCG2	0.601661008806167
CHMP4B	0.601788505923761
RPL7AP8	0.601818058235786
LILRB2	0.601885184201672
LOC729944	0.601952732343443
RPS7P9	0.602015214374582
LOC100132813	0.602030834882367
CBS	0.602157065472303
LOC643308	0.60216382028648
SNX19	0.602281607358695
ART4	0.60238208521958
GLI4	0.602491428774073
TMEM72	0.602667053942679
TRPC2	0.60275191129578
TUBA1A	0.602858721794957
LOC100289104	0.602858721794957
FAM113A	0.602903050262994
C9ORF61	0.602938513037425
LOC100288991	0.602941890444513
WEE1	0.602943156972171
WDR87	0.602948223082804
WDR64	0.602960044007614
SENP1	0.603019148631665
LOC347281	0.603056722285525
ECEL1P2	0.603075298024512
DDX18P6	0.603111182974829
LOC729674	0.603169021071221
KRT20	0.603177042413056
NUAK2	0.603179153292486
ALKBH8	0.603205750373309
GJA1	0.60321968217755
PCSK4	0.603270343283878
ESRP1	0.603370821144764
IFNGR1	0.603382219893688
LOC100289412	0.603616105334572
SS18L1	0.603638480656534
NEIL1	0.603645657646597
LOC728175	0.603651990284888
AP4E1	0.60368407565223
LOC342293	0.603749090738685
LOC100288230	0.603763866894698
CHD1	0.603811572769824
RPL32P24	0.603828037629381
C4ORF33	0.603841125081849
LOC729399	0.603844924664824
LOC647030	0.603882498318685
GGN	0.60393569248033
MYH9	0.603986775762545
LOC389473	0.604020127657544
SDC1	0.604045036034823
ANKRD46	0.604221083379315
ATAD3A	0.604385309798998
NCRNA00081	0.604400930306783
RPS6P4	0.60454953621868
C8ORF77	0.604563890198807
NPR1	0.604571911540642
LOC100287448	0.604672811577414
LOC100287994	0.604680410743363
LOC100289080	0.604818462258109
RPL23AP64	0.604869545540324
IFT81	0.60496031335583
PDZK1	0.605052347698994
LOC100130880	0.605119473664879
NIPSNAP1	0.605143115514499
LOC100130501	0.605219951525765
LOC644491	0.605287921843423
PYGB	0.605309030637726
RPL39P21	0.60531831850722
BNIP3	0.605340693829182
SEMA4F	0.605342382532726
ZNF405P	0.605401487156776
ZNF653	0.605450459559561
RPS18P10	0.605493943675826
